Sentence,Definition?
This extends the usual result on the existence and uniqueness of flows on a manifold as well as the author's existing results for orbifolds.,0
It sets the scene for a discussion of Morse Theory on a general proper stack and also paves the way for the categorification of other key aspects of differential geometry such as the tangent bundle and the Lie algebra of vector fields.,0
"With the representable T -categories, we form a connection between two concepts, both owed to Burroni: on the one hand, the one of T -category, and, on the other hand, the one of T -lax algebra.",0
Both of them generalise the concept of algebra on a monad T .,0
Let G  be a non-finite profinite group and let G-Sets_{df}  be the canonical site of finite discrete G -sets.,0
"Then the category R^+_G , defined by Devinatz and Hopkins, is the category obtained by considering G-Sets_{df}  together with the profinite G -space G  itself, with morphisms being continuous G -equivariant maps.",1
We show that R^+_G  is a site when equipped with the pretopology of epimorphic covers.,0
We point out that presheaves of spectra on R^+_G  are an efficient way of organizing the data that is obtained by taking the homotopy fixed points of a continuous G -spectrum with respect to the open subgroups of G .,0
"Additionally, utilizing the result that R^+_G  is a site, we describe various model category structures on the category of presheaves of spectra on R^+_G  and make some observations about them.",0
The purpose of this paper is to extend the results of another from the case of abelian groups (or Z -modules) to that of modules over a large class of not necessarily commutative rings.,0
This paper continues the work of our previous papers.,0
We define eventually cyclic Boolean flows and the eventually cyclic spectrum of a Boolean flow.,0
"We show that this spectrum, as well as the spectra defined in our earlier papers, extend to parametrized flows on Stone spaces and on compact Hausdorff space when symbolic dynamics is used.",0
An example shows that the cyclic spectrum for a parameterized flow is sometimes over a non-spatial locale.,0
We axiomatically define (pre-)Hilbert categories.,0
The axioms resemble those for monoidal Abelian categories with the addition of an involutive functor.,0
"We then prove embedding theorems: any locally small pre-Hilbert category whose monoidal unit is a simple generator embeds (weakly) monoidally into the category of pre-Hilbert spaces and adjointable maps, preserving adjoint morphisms and all finite (co)limits.",0
An intermediate result that is important in its own right is that the scalars in such a category necessarily form an involutive field.,0
