Sentence,Definition?
Players 1 and 2 alternately choose elements of  mathcal W  to form a sequence  W_1supset W_2supsetcdots  .,0
Player 1 wins if and only if  Ycap left(bigcap_{n<omega} W_nright)neq emptyset  where  omega  is the first transfinite ordinal.,0
The generating set of a group  G  is a subset  S  of  G  such that every element of  G  can be expressed as a combination under the group operation of finitely many elements of  S  and their inverses.,1
"A set  {v_i}_{iin Lambda}  in the vector space  V  is orthogonal if  langle v_i, v_jrangle =0  for all  ineq j  .",1
A subgroup  H  of a group  G  is characteristic in  G  if every automorphism of  G  leaves  H  invariant.,1
Let  G  be a compact topological group acting continuously on a topological space  X  .,0
Let  f  be a continuous function  Xto mathbb C  .,0
An averaging of  f  is a continuous function  text{Av}(f)  on  X  given by  text{Av}(f)(x) = frac{1}{text{vol}(G)} int_G f(gcdot x)text dx  where  text{vol}(G)  is the volume of  G  and the integral is the Haar integral on  G  .,1
"Note that for a finite group  G  , which is necessarily compact, we have simply  text{Av}(f)(x) = frac{1}{|G|} sum_{gin G}f(gx)  .",0
A group  G  is solvable if it admits a subnormal series whose quotients quotients  N_{i+1}/N_i  are all abelian.,1
Let  R  be a commutative ring with ideals  I  and  J  .,0
"Then the product of  I  and  J  , defined by  IJ= {i_1j_1+cdots + i_kj_j mid i_ellin I,j_ellin J, ell in mathbb N}  is itself an ideal.",1
Let  phi:Gto GL(V)  be a representation of the group  G  .,0
A sub - representation is a representation  psi:Gto GL(W)  for  W  a subspace of  V  .,1
Let  U subset mathbb R^n  be open and let  f:Utomathbb R^n  be differentiable.,0
"Then its total derivative  Df(a)  at a point  ain U  is given by the  mtimes n  matrix  left frac{partial f_j}{partial x_i}(a)right_{i=1,j=1}^{n,m}  where  f = (f_1,dots, f_m)  are the component functions of  f  .",1
This matrix is called the Jacobian matrix of  f  at  a  .,1
Let  A  be a compactly generated topological space.,0
"A space under  A  (that is, an object of the category) is a map  i:Ato X  .",1
"A morphism between spaces under  A  is a commutative diagram This is a homotopy category: a homotopy  h  between maps under  A  is a homotopy that at each ""time""  t  is a map under  A  .",1
"Then we write  h:fsimeq f' text{ rel } A  and  h(i(a),t) = j(a)  for all  ain A  and  tin I  .",0
The above notion of homotopy equivalence is called cofiber homotopy equivalence .,1
"Two absolute values over the same field  F  , call them  |cdot|_1  and  |cdot|_2  , are equivalent if there exists a real number  alpha>0  such that  |x|_1^alpha = |x|_2  for all  xin F  .",1
The  ntimes n  identity matrix  I_n  is the  ntimes n  matrix whose entries  (a_{ij})  are such that  a_{ij}=1  when  i=j  and  0  otherwise.,1
"That is,  a_{ij} = delta_{ij}  where  delta_{ij}  is the Kronecker delta.",0
"A binary relation on a set  X  is transitive if for all  a,b,cin X  , if  a  is related to  b  and  b  is related to  c  , then  a  is related to  c  .",1
"Let  f:S^nto S^n  be a continuous function such that for some  yin S^n  , the preimage  f^{ - 1}(y)  is finite.",0
Denote the elements of  f^{ - 1}(y)  by  {x_i}_{i=1}^m  .,0
Let  {U_i}_{i=1}^m  be disjoint neighborhoods of the  x_i  .,0
Then  f  maps each  U_i  into a neighborhood  V  of  y  .,0
"Then  f(U_i setminus {x_i}) subset Bsetminus {y}  for all  y  and the following diagram of homology groups and relative homology groups commuptes: where all of the maps are ""obvious:""  k_i  and  p_i  are induced by inclusion.",0
The two isomorphisms on the top of the diagram come from the Excision Theorem and the two on the bottom come from the long exact sequence of a pair.,0
"The top two groups are then isomorphic to  H_n(S^n) approxmathbb Z  , so the top homomorphism is then multiplication by an integer  d  .",0
"This integer is the local degree of  f  at  x_i  , written  text{deg}(f)_{|x_i}  .",0
Consider a chain complex whose abelian groups are the groups of n - chains of a ∆ - complex  X  .,0
The  n  th homology group  text{Ker}(partial_{n})/text{Im}(partial_{n+1})  is denoted  H_n^Delta(X)  and is called the  n  th simplicial homology group of  X  .,1
Let  f: Xto Y  be a function between topological spaces  X  and  Y  .,0
Then  f  is continuous if and only if the preimage of an open set in  Y  is open in  X  .,1
"A function  f: Xto Y  between metric spaces  (X,rho)  and  (Y,sigma)  is continuous at  xin X  if and only if for every  varepsilon > 0  , there exists  delta> 0  such that  sigma(f(x),f(x')) < varepsilon  whenever  rho(x,x') < delta  .",1
"A function  f: Xto Y  between metric spaces  (X,rho)  and  (Y,sigma)  is continuous at  xin X  if and only if for any sequence  {x_n}_{ninmathbb N}  in  X  converging to  x  ,  {f(x_n)}_{nin mathbb N}  converges to  f(x)  .",1
These three definitions are all equivalent.,0
Let  E  and  B  be compactly generated topological spaces.,0
A surjective continuous function  p:Eto B  is a fibration if it satisfies the coveirng homotopy property .,1
"That is, given the diagram where  Y  is any compactly generated topological space,  f:Yto E  is some continuous function,  h:Ytimes Ito B  is a homotopy, and  i_0(y) = (y,0)  , if  hcirc i_0 = pcirc f  , then there exists  tilde h  that makes the diagram commute.",0
"Let  (X,Sigma, mu)  be a measure space.",0
The essential supremum  alpha  of a function  f:Xto mathbb R  is the smallest real number such that  mu({xmid f(x) > alpha}) = 0  .,1
A subgraph  A  of a graph  X  is a graph  Asubset X  with  A^0subset X^0  .,1
"That is,  A  is a union of some of the vertices and edges of  X  .",0
"A Hermitian inner product  langlecdot,cdotrangle  on a complex vector space  V  is a bilinear form on  V  that is antilinear in the second slot.",1
"That is, (i)  langle u+v,wrangle = langle u,wrangle +langle v,wrangle  ; (ii)  langle u,v+wrangle = langle u,vrangle +langle u,wrangle  ; (iii)  langle alpha u ,vrangle = alphalangle u,vrangle  ; (iv)  langle u ,alpha vrangle = overlinealphalangle u,vrangle  ; (v)  langle u,vrangle = overline{langle v,urangle}  (vi)  langle u,u rangle geq 0  (vii)  langle u,u rangle = 0  if and only if  u=0  .",0
Any subalgebra of a general linear algebra  mathfrak{gl}(V)  is called a linear Lie algebra .,1
"A division algebra  D  is an algebra over the field  F  such that for any element  a  in  D  and any non - zero element  b  in  D  , there exists precisely one element  xin D  with  a=bx  and precisely one element  y in D  such that  a=yb  .",1
"If  D  is an associative algebra, then we just require that  D  have an identity element under the binary operation and every nonzero element have a multiplicative inverse.",1
Let  X  be a ∆ - complex.,0
"Then between elements of a chain complex, we define the boundary homomorphism  partial_n: Delta_n(X) to Delta_{n - 1}(X)  by specifying its values on generators:  partial_n(sigma_alpha)= sum_i( - 1)^isigma_{alpha|v_0,dots,hat v_i,dots, v_n}  .",1
"Each restriction  sigma_{alpha|v_0,dots,hat v_i,dots, v_n}  is the characteristic map of an  (n - 1)  - simplex of  X  .",1
"A smooth topological  m  - dimensional manifold with boundary is a topological m - dimensional manifold with boundary  M  together with a collection  mathcal A  of charts on  M  such that (i) for all  pin M  , there exists a chart  (U, phi)in mathcal A  such that  p in U  ; (ii) for any two charts  (U,phi)  and  (V, psi) in mathcal A  , the transition function  psicirc phi^{ - 1}:phi(Ucap V)topsi(Ucap V)  is a smooth diffeomorphism; (iii) the set  mathcal A  (called an atlas) is the maximal set of collections of charts satisfying (i) and (ii).",1
The Euler characteristic of a graph is the difference  V - E  between the number of vertices and the number of edges.,1
"Let  nu  be a Borel measure on  mathbb R^n  (i.e. the underlying measure space is  (mathbb R^n, mathcal B, nu)  ).",0
"The symmetric derivative of  nu  at  x in mathbb R^n  is  (Dnu)(x) = lim_{rto 0} frac{nu(B(x,r))}{mu(B(x,r))}  if this limit exists.",1
This is the derivative ( : link to 208 notions?) in the symmetric differential basis.,0
The automorphism group of a group  G  is the group consisting of automorphisms of  G  .,1
It is a subgroup of the symmetric group on the underlying set of  G  .,0
An edge path on a graph  X  is closed if it starts and ends at the same vertex.,1
It is therefore a loop.,0
Let  f: Q tomathbb R  be a bounded function on the rectangle  Q  in  mathbb R^n  .,0
Let  a in Q  .,0
"For any  delta > 0  , let  A_delta(a) = {f(x) mid x in Q land ||x - a|| < delta}  .",0
"Set  M_delta (f, a) = sup A_delta(a)  and  m_delta (f,a)= inf A_delta(a)  .",0
"We define the oscillation of  f  at  a  to be  text{osc}(f,a) = inf(M_delta(f,a) - m_delta(f,a))  .",1
The  p  - adic integers is the subset of Qp defined by  mathbb Z_p = {xin mathbb Q_pmid |x|_p leq 1}  .,1
Let  X  be a set with binary operation  *  .,0
An element  ein X  is a right identity of  X  if  a*x = a  for all  ain A  .,1
Let  G  be a group and let  X  be a topological space.,0
Then  X  is a  G  - space if it is a G - set and the group action  Gtimes Xto X  is continuous.,1
The orbit space  X/G  is the set of orbits  {Gxmid xin X}  with topology given as the quotient of topological spaces.,1
"Note that in the case of a discrete group  G  , the continuity condition means that each action by an element of  G  is a homeomorphism.",1
A natural transformation  alpha:Fto G  is a map between functors  mathcal Cto mathcal D  consisting of a morphism  alpha_A: F(A)to G(A)  for each object  A  of  mathcal C  such that the following diagram commutes:,0
The centralizer of a subset  X  of a Lie algebra  L  is  C_L(X) = {xin L mid xX=0}  .,1
all the Lie algebra stuff seems to mostly not appear on wikidata...,0
A group representation is irreducible if it has no nontrivial sub - representations.,0
"Let  f:mathbb Ctomathbb C  , and write it as follows:  f(z) = u(x,y) + iv(x,y)  where  zin mathbb C  is such that  z = x+iy  and  u,v:mathbb R^2to mathbb R  .",0
The function  f  is analytic on the open set  Usubsetmathbb C  if it is complex differentiable at each point in  U  .,1
The unitary group  text{U}(n)  is the group of  ntimes n  unitary matrices together with the operation of matrix multiplication.,1
"This group is a matrix Lie group because it is a subgroup of the general linear group  text{GL}(n,mathbb C)  .",0
"Let  V_1,dots,V_n, W  be vector spaces.",0
"A multilinear map is a map  f: V_1 timescdotstimes V_n to W  such that for all  1leq i leq n  and  v_j in V_j  with  j neq i  , the map  f(v_1,dots, v_{i - 1}, - , v_{i+1}, dots, v_n):V_i to W  (which varies only in the  i  th component) given by  V_i ni v mapsto f(v_1,dots, v_{i - 1}, v, v_{i+1}, dots, v_n) in W  is a linear transformation.",1
"Let  (X,Sigma)  and  (Y, T)  be measurable spaces.",0
A function  f:Xto Y  is measurable if the preimage under  f  of every set in  T  is in  Sigma  .,1
An automorphism is an isomorphism from an algebraic structure to itself,1
"A topological space  X  is simply connected if it is path - connected and for every two continuous maps  gamma_1:0,1to X  and  gamma_2:0,1to X  there exists a homotopy  F:0,1times0,1to X  such that  F(x,0)= gamma_1(x)  and  F(x,1) = gamma_2(x)  .",1
A topological space  X  is simply connected if it is path - connected and has trivial fundamental group.,1
"A topological space  X  is locally path - connected if for any  xin X  and any neighborhood  U  of  x  , there is a smaller neighborhood  V  of  x  , each of whose points can be connected to  x  by a path in  U  .",1
Let  H  and  N  be groups and let  phi: Hto text{Aut}(N)  be a group homomorphism from  H  to the automorphism group of  N  .,0
"The semidirect product  Hltimes N  is a group on the Cartesian product  Htimes N  with operation  *  given by  (h_1,n_1)*(h_2,n_2) = (h_1h_2, n_1phi(h_1)n_2)  .",1
"The identity element of  Hltimes N  is the ordered pair consisting of the identity elements of  H  and  N  , respectively.",1
"The inverse with respect to  *  is given by  (h,n)^{ - 1} = (h^{ - 1},phi(h^{ - 1})n^{ - 1})  .",1
A category is connected if any two of its objects can be connected by a chain of morphisms.,1
Note that  Aleftarrow Bto C  connects  A  to  C  even when there might not be a morphism  Ato C  or  Cto A  .,0
An edge path in a graph  X  is a finite composite of oriented edges  k_n  with  k_{n+1}(0) = k_n(1)  .,1
A projection is a linear transformation  P:Vto W  between vector spaces  V  and  W  such that  P^2 = P  .,1
"That is,  P  is idempotent when considered as an element of the ring of linear transformations.",0
"Equivalently, for  V'  a subspace of a vector space  V  , a linear transformation  P:Vto V  is a projection onto  V'  if (i)  P_{|V'} = text{id}_V'  .",1
"That is, if the restriction of  P  to  V'  is equal to the identity function on  V'  , and (ii)  text{im}(P) subseteq V'  .",0
"In particular the image is actually equal to  V'  , but the condition is sufficient.",0
"Let  U,Vsubsetmathbb R^n  be open.",0
A class  C^k  diffeomorphism is a bijective  C^k  function  g:Uto V  such that the inverse  g^{ - 1}  is also of class  C^k  .,1
Let  V  be a module over the ring  R  .,0
"A subset  W subset V  is linearly independent if for  v_i in W  and  alpha_i in R  ,  sum_{i=1}^n alpha_i v_i=0  only when  alpha_i = 0  for all  i  .",1
